ID,class
12798,58
12799,34
12800,3
12801,11
12802,54
12803,18
12804,17
12805,19
12806,60
12807,10
12808,19
12809,7
12810,6
12811,56
12812,84
12813,98
12814,31
12815,14
12816,27
12817,71
12818,89
12819,99
12820,3
12821,45
12822,70
12823,23
12824,10
12825,21
12826,21
12827,80
12828,67
12829,34
12830,23
12831,89
12832,61
12833,85
12834,81
12835,23
12836,12
12837,11
12838,12
12839,15
12840,67
12841,70
12842,35
12843,16
12844,69
12845,18
12846,54
12847,29
12848,25
12849,27
12850,27
12851,19
12852,54
12853,84
12854,54
12855,21
12856,16
12857,25
12858,81
12859,98
12860,21
12861,36
12862,74
12863,90
12864,57
12865,44
12866,63
12867,44
12868,77
12869,19
12870,44
12871,28
12872,27
12873,15
12874,17
12875,23
12876,53
12877,10
12878,64
12879,78
12880,14
12881,55
12882,3
12883,53
12884,49
12885,89
12886,58
12887,52
12888,22
12889,72
12890,71
12891,26
12892,9
12893,36
12894,48
12895,35
12896,69
12897,37
12898,0
12899,25
12900,14
12901,45
12902,31
12903,27
12904,18
12905,91
12906,22
12907,27
12908,18
12909,73
12910,40
12911,7
12912,25
12913,23
12914,75
12915,48
12916,18
12917,27
12918,79
12919,36
12920,77
12921,5
12922,23
12923,13
12924,7
12925,25
12926,56
12927,11
12928,5
12929,31
12930,19
12931,53
12932,3
12933,85
12934,53
12935,92
12936,28
12937,93
12938,20
12939,19
12940,60
12941,15
12942,1
12943,68
12944,51
12945,36
12946,62
12947,5
12948,42
12949,3
12950,27
12951,83
12952,58
12953,20
12954,62
12955,27
12956,31
12957,68
12958,22
12959,31
12960,81
12961,91
12962,86
12963,50
12964,98
12965,40
12966,51
12967,25
12968,18
12969,22
12970,65
12971,80
12972,99
12973,50
12974,86
12975,50
12976,98
12977,48
12978,74
12979,62
12980,39
12981,52
12982,59
12983,4
12984,35
12985,0
12986,3
12987,98
12988,19
12989,36
12990,0
12991,14
12992,58
12993,78
12994,75
12995,23
12996,91
12997,87
12998,54
12999,59
13000,89
13001,36
13002,48
13003,88
13004,10
13005,93
13006,98
13007,90
13008,12
13009,91
13010,45
13011,11
13012,69
13013,11
13014,71
13015,99
13016,33
13017,89
13018,58
13019,56
13020,48
13021,13
13022,64
13023,56
13024,87
13025,10
13026,55
13027,34
13028,23
13029,17
13030,46
13031,99
13032,56
13033,28
13034,13
13035,91
13036,48
13037,85
13038,57
13039,58
13040,61
13041,42
13042,62
13043,69
13044,61
13045,1
13046,22
13047,43
13048,27
13049,14
13050,63
13051,34
13052,11
13053,43
13054,16
13055,81
13056,94
13057,21
13058,38
13059,6
13060,80
13061,42
13062,79
13063,19
13064,73
13065,55
13066,73
13067,22
13068,31
13069,67
13070,81
13071,87
13072,72
13073,68
13074,17
13075,77
13076,21
13077,75
13078,36
13079,18
13080,77
13081,31
13082,3
13083,48
13084,27
13085,39
13086,74
13087,48
13088,85
13089,53
13090,99
13091,10
13092,91
13093,44
13094,12
13095,28
13096,86
13097,41
13098,18
13099,87
13100,41
13101,32
13102,81
13103,3
13104,8
13105,31
13106,61
13107,32
13108,7
13109,50
13110,22
13111,81
13112,3
13113,91
13114,40
13115,19
13116,6
13117,78
13118,20
13119,86
13120,27
13121,8
13122,19
13123,90
13124,10
13125,14
13126,91
13127,49
13128,33
13129,50
13130,19
13131,11
13132,77
13133,75
13134,29
13135,34
13136,17
13137,14
13138,52
13139,58
13140,25
13141,51
13142,19
13143,77
13144,99
13145,69
13146,49
13147,99
13148,82
13149,9
13150,50
13151,59
13152,31
13153,51
13154,48
13155,23
13156,74
13157,81
13158,31
13159,23
13160,9
13161,60
13162,85
13163,74
13164,1
13165,70
13166,80
13167,39
13168,24
13169,10
13170,19
13171,55
13172,14
13173,71
13174,86
13175,19
13176,22
13177,57
13178,51
13179,37
13180,11
13181,23
13182,87
13183,4
13184,19
13185,17
13186,54
13187,6
13188,36
13189,59
13190,3
13191,63
13192,55
13193,58
13194,23
13195,69
13196,77
13197,37
13198,19
13199,85
13200,61
13201,75
13202,25
13203,27
13204,5
13205,0
13206,76
13207,93
13208,3
13209,10
13210,98
13211,3
13212,19
13213,55
13214,97
13215,1
13216,1
13217,93
13218,16
13219,27
13220,98
13221,51
13222,44
13223,61
13224,27
13225,15
13226,11
13227,49
13228,18
13229,7
13230,48
13231,63
13232,12
13233,86
13234,85
13235,99
13236,34
13237,42
13238,47
13239,49
13240,89
13241,57
13242,88
13243,66
13244,44
13245,29
13246,19
13247,22
13248,10
13249,42
13250,25
13251,16
13252,34
13253,17
13254,4
13255,3
13256,53
13257,37
13258,25
13259,57
13260,50
13261,36
13262,6
13263,26
13264,56
13265,34
13266,24
13267,34
13268,3
13269,53
13270,99
13271,48
13272,53
13273,63
13274,56
13275,20
13276,49
13277,48
13278,34
13279,21
13280,42
13281,16
13282,89
13283,19
13284,69
13285,91
13286,65
13287,59
13288,20
13289,32
13290,73
13291,52
13292,31
13293,64
13294,29
13295,55
13296,57
13297,36
13298,42
13299,33
13300,63
13301,16
13302,70
13303,45
13304,75
13305,19
13306,61
13307,3
13308,31
13309,23
13310,75
13311,5
13312,16
13313,4
13314,39
13315,44
13316,27
13317,63
13318,3
13319,55
13320,55
13321,90
13322,11
13323,72
13324,29
13325,35
13326,21
13327,83
13328,74
13329,48
13330,70
13331,16
13332,75
13333,44
13334,67
13335,33
13336,33
13337,57
13338,82
13339,16
13340,88
13341,19
13342,63
13343,94
13344,91
13345,25
13346,61
13347,79
13348,24
13349,78
13350,34
13351,93
13352,40
13353,17
13354,21
13355,16
13356,21
13357,51
13358,58
13359,0
13360,61
13361,14
13362,3
13363,3
13364,31
13365,44
13366,74
13367,58
13368,52
13369,91
13370,91
13371,27
13372,78
13373,75
13374,69
13375,75
13376,75
13377,95
13378,22
13379,52
13380,60
13381,39
13382,78
13383,8
13384,2
13385,59
13386,77
13387,21
13388,74
13389,8
13390,48
13391,5
13392,70
13393,80
13394,69
13395,3
13396,99
13397,37
13398,11
13399,56
13400,83
13401,67
13402,11
13403,44
13404,15
13405,35
13406,67
13407,15
13408,23
13409,49
13410,9
13411,56
13412,58
13413,64
13414,21
13415,62
13416,76
13417,86
13418,7
13419,3
13420,56
13421,74
13422,10
13423,19
13424,20
13425,47
13426,15
13427,67
13428,56
13429,48
13430,35
13431,21
13432,9
13433,0
13434,86
13435,91
13436,23
13437,44
13438,51
13439,38
13440,29
13441,36
13442,40
13443,63
13444,53
13445,93
13446,37
13447,3
13448,68
13449,50
13450,39
13451,29
13452,19
13453,34
13454,27
13455,29
13456,83
13457,48
13458,45
13459,78
13460,63
13461,13
13462,58
13463,25
13464,45
13465,58
13466,56
13467,84
13468,54
13469,16
13470,88
13471,99
13472,25
13473,64
13474,48
13475,7
13476,55
13477,0
13478,3
13479,25
13480,52
13481,90
13482,12
13483,23
13484,34
13485,38
13486,29
13487,55
13488,77
13489,1
13490,67
13491,33
13492,53
13493,16
13494,43
13495,89
13496,86
13497,53
13498,90
13499,16
13500,63
13501,64
13502,11
13503,75
13504,71
13505,4
13506,15
13507,12
13508,95
13509,91
13510,38
13511,55
13512,98
13513,48
13514,67
13515,39
13516,98
13517,32
13518,33
13519,68
13520,7
13521,87
13522,31
13523,13
13524,99
13525,19
13526,38
13527,50
13528,89
13529,61
13530,54
13531,36
13532,40
13533,69
13534,71
13535,16
13536,69
13537,25
13538,27
13539,64
13540,43
13541,27
13542,5
13543,32
13544,51
13545,15
13546,74
13547,32
13548,78
13549,69
13550,52
13551,63
13552,48
13553,27
13554,23
13555,61
13556,53
13557,5
13558,31
13559,49
13560,15
13561,45
13562,55
13563,37
13564,52
13565,67
13566,14
13567,80
13568,85
13569,87
13570,14
13571,93
13572,83
13573,5
13574,57
13575,76
13576,59
13577,91
13578,28
13579,33
13580,60
13581,12
13582,28
13583,86
13584,8
13585,80
13586,25
13587,61
13588,10
13589,93
13590,14
13591,88
13592,31
13593,86
13594,37
13595,71
13596,27
13597,49
13598,17
13599,70
13600,59
13601,52
13602,46
13603,98
13604,63
13605,67
13606,3
13607,82
13608,69
13609,33
13610,36
13611,51
13612,20
13613,17
13614,83
13615,9
13616,3
13617,65
13618,59
13619,19
13620,3
13621,42
13622,46
13623,57
13624,15
13625,16
13626,42
13627,64
13628,45
13629,8
13630,90
13631,44
13632,72
13633,98
13634,20
13635,90
13636,9
13637,23
13638,39
13639,41
13640,52
13641,97
13642,86
13643,62
13644,12
13645,99
13646,47
13647,75
13648,4
13649,14
13650,52
13651,86
13652,6
13653,4
13654,38
13655,39
13656,44
13657,25
13658,8
13659,34
13660,34
13661,80
13662,34
13663,20
13664,19
13665,52
13666,32
13667,19
13668,71
13669,48
13670,28
13671,67
13672,74
13673,68
13674,6
13675,69
13676,52
13677,0
13678,27
13679,76
13680,74
13681,46
13682,40
13683,68
13684,60
13685,27
13686,31
13687,56
13688,9
13689,32
13690,99
13691,33
13692,87
13693,34
13694,12
13695,17
13696,52
13697,21
13698,20
13699,54
13700,37
13701,40
13702,14
13703,40
13704,48
13705,53
13706,67
13707,62
13708,98
13709,62
13710,47
13711,51
13712,69
13713,26
13714,9
13715,85
13716,5
13717,8
13718,28
13719,98
13720,16
13721,37
13722,58
13723,74
13724,24
13725,46
13726,27
13727,81
13728,81
13729,84
13730,85
13731,11
13732,75
13733,12
13734,82
13735,48
13736,18
13737,42
13738,12
13739,8
13740,18
13741,33
13742,71
13743,70
13744,20
13745,8
13746,36
13747,52
13748,88
13749,69
13750,29
13751,71
13752,23
13753,23
13754,7
13755,16
13756,21
13757,81
13758,15
13759,88
13760,74
13761,59
13762,61
13763,50
13764,88
13765,23
13766,60
13767,33
13768,89
13769,90
13770,14
13771,56
13772,61
13773,23
13774,99
13775,77
13776,68
13777,7
13778,77
13779,88
13780,48
13781,35
13782,4
13783,15
13784,76
13785,29
13786,35
13787,49
13788,18
13789,19
13790,0
13791,16
13792,79
13793,20
13794,3
13795,74
13796,27
13797,62
13798,43
13799,19
13800,29
13801,7
13802,43
13803,0
13804,92
13805,36
13806,39
13807,58
13808,11
13809,31
13810,12
13811,55
13812,68
13813,1
13814,51
13815,80
13816,98
13817,20
13818,23
13819,11
13820,51
13821,27
13822,39
13823,13
13824,87
13825,18
13826,85
13827,21
13828,57
13829,37
13830,44
13831,31
13832,14
13833,27
13834,25
13835,74
13836,69
13837,24
13838,87
13839,3
13840,36
13841,58
13842,63
13843,25
13844,3
13845,3
13846,35
13847,15
13848,62
13849,97
13850,64
13851,52
13852,27
13853,39
13854,45
13855,31
13856,7
13857,7
13858,25
13859,25
13860,17
13861,61
13862,67
13863,6
13864,64
13865,55
13866,12
13867,82
13868,69
13869,18
13870,99
13871,45
13872,23
13873,28
13874,60
13875,71
13876,81
13877,12
13878,66
13879,9
13880,91
13881,3
13882,31
13883,8
13884,29
13885,38
13886,56
13887,45
13888,19
13889,63
13890,40
13891,68
13892,58
13893,10
13894,73
13895,40
13896,77
13897,84
13898,39
13899,31
13900,83
13901,44
13902,21
13903,56
13904,0
13905,5
13906,78
13907,99
13908,25
13909,41
13910,44
13911,35
13912,19
13913,81
13914,93
13915,53
13916,3
13917,11
13918,27
13919,52
13920,62
13921,0
13922,41
13923,21
13924,13
13925,9
13926,53
13927,34
13928,83
13929,29
13930,60
13931,38
13932,37
13933,60
13934,69
13935,33
13936,27
13937,49
13938,27
13939,84
13940,16
13941,19
13942,75
13943,35
13944,42
13945,12
13946,40
13947,18
13948,55
13949,42
13950,71
13951,60
13952,46
13953,48
13954,4
13955,53
13956,81
13957,61
13958,45
13959,68
13960,51
13961,23
13962,17
13963,39
13964,11
13965,52
13966,58
13967,3
13968,56
13969,68
13970,34
13971,57
13972,23
13973,83
13974,49
13975,8
13976,20
13977,37
13978,0
13979,59
13980,89
13981,16
13982,82
13983,47
13984,27
13985,39
13986,19
13987,73
13988,37
13989,39
13990,39
13991,86
13992,24
13993,98
13994,97
13995,70
13996,41
13997,80
13998,7
13999,0
14000,15
14001,89
14002,38
14003,32
14004,19
14005,97
14006,3
14007,56
14008,64
14009,48
14010,21
14011,61
14012,39
14013,35
14014,99
14015,16
14016,77
14017,23
14018,25
14019,93
14020,34
14021,55
14022,19
14023,1
14024,87
14025,12
14026,26
14027,36
14028,13
14029,47
14030,1
14031,29
14032,3
14033,52
14034,93
14035,13
14036,25
14037,31
14038,82
14039,3
14040,27
14041,13
14042,50
14043,53
14044,37
14045,40
14046,56
14047,3
14048,17
14049,78
14050,53
14051,48
14052,16
14053,6
14054,51
14055,66
14056,7
14057,0
14058,98
14059,57
14060,83
14061,44
14062,53
14063,73
14064,41
14065,11
14066,17
14067,0
14068,35
14069,42
14070,47
14071,9
14072,12
14073,50
14074,22
14075,36
14076,71
14077,23
14078,49
14079,45
14080,82
14081,32
14082,41
14083,59
14084,18
14085,9
14086,73
14087,87
14088,37
14089,3
14090,85
14091,45
14092,13
14093,83
14094,17
14095,40
14096,17
14097,93
14098,3
14099,53
14100,13
14101,22
14102,24
14103,95
14104,20
14105,55
14106,51
14107,27
14108,28
14109,44
14110,31
14111,67
14112,61
14113,25
14114,27
14115,23
14116,63
14117,90
14118,19
14119,80
14120,59
14121,91
14122,64
14123,69
14124,80
14125,22
14126,16
14127,81
14128,57
14129,86
14130,13
14131,0
14132,55
14133,55
14134,18
14135,55
14136,77
14137,62
14138,74
14139,98
14140,14
14141,37
14142,94
14143,52
14144,5
14145,19
14146,1
14147,21
14148,17
14149,40
14150,25
14151,5
14152,61
14153,62
14154,90
14155,42
14156,9
14157,21
14158,47
14159,10
14160,98
14161,10
14162,41
14163,99
14164,20
14165,16
14166,56
14167,17
14168,16
14169,0
14170,51
14171,25
14172,84
14173,89
14174,56
14175,79
14176,20
14177,16
14178,96
14179,73
14180,55
14181,18
14182,71
14183,75
14184,57
14185,27
14186,14
14187,94
14188,50
14189,51
14190,9
14191,3
14192,17
14193,15
14194,26
14195,61
14196,48
14197,50
14198,99
14199,41
14200,3
14201,59
14202,21
14203,10
14204,24
14205,24
14206,27
14207,58
14208,88
14209,35
14210,31
14211,27
14212,70
14213,5
14214,73
14215,15
14216,61
14217,3
14218,20
14219,93
14220,53
14221,34
14222,55
14223,1
14224,81
14225,87
14226,63
14227,20
14228,37
14229,17
14230,33
14231,3
14232,44
14233,49
14234,48
14235,88
14236,7
14237,20
14238,81
14239,21
14240,88
14241,38
14242,10
14243,31
14244,97
14245,23
14246,84
14247,11
14248,21
14249,35
14250,34
14251,23
14252,57
14253,88
14254,10
14255,32
14256,52
14257,1
14258,48
14259,71
14260,16
14261,25
14262,42
14263,7
14264,27
14265,75
14266,56
14267,1
14268,9
14269,40
14270,34
14271,98
14272,31
14273,25
14274,12
14275,69
14276,3
14277,98
14278,17
14279,28
14280,48
14281,61
14282,67
14283,7
14284,38
14285,37
14286,28
14287,27
14288,7
14289,40
14290,93
14291,81
14292,66
14293,13
14294,99
14295,61
14296,19
14297,28
14298,2
14299,58
14300,99
14301,41
14302,51
14303,62
14304,15
14305,14
14306,21
14307,64
14308,67
14309,31
14310,3
14311,88
14312,16
14313,0
14314,82
14315,62
14316,36
14317,20
14318,16
14319,38
14320,24
14321,67
14322,63
14323,19
14324,83
14325,3
14326,9
14327,51
14328,19
14329,13
14330,31
14331,74
14332,16
14333,39
14334,11
14335,71
14336,69
14337,11
14338,19
14339,67
14340,57
14341,91
14342,61
14343,86
14344,25
14345,57
14346,31
14347,20
14348,90
14349,69
14350,51
14351,16
14352,83
14353,15
14354,99
14355,48
14356,92
14357,50
14358,16
14359,18
14360,39
14361,19
14362,50
14363,55
14364,39
14365,54
14366,77
14367,57
14368,62
14369,26
14370,7
14371,19
14372,70
14373,20
14374,21
14375,52
14376,69
14377,94
14378,56
14379,77
14380,52
14381,99
14382,5
14383,78
14384,95
14385,69
14386,31
14387,94
14388,11
14389,82
14390,24
14391,5
14392,84
14393,19
14394,92
14395,86
14396,25
14397,70
14398,3
14399,20
14400,82
14401,12
14402,4
14403,22
14404,83
14405,53
14406,67
14407,0
14408,74
14409,91
14410,56
14411,48
14412,23
14413,21
14414,77
14415,91
14416,34
14417,91
14418,3
14419,68
14420,19
14421,10
14422,43
14423,49
14424,9
14425,98
14426,89
14427,67
14428,79
14429,88
14430,50
14431,54
14432,64
14433,27
14434,40
14435,40
14436,57
14437,42
14438,33
14439,23
14440,16
14441,17
14442,6
14443,19
14444,38
14445,19
14446,18
14447,22
14448,23
14449,13
14450,19
14451,19
14452,17
14453,80
14454,15
14455,22
14456,77
14457,27
14458,85
14459,31
14460,23
14461,17
14462,56
14463,15
14464,74
14465,29
14466,46
14467,7
14468,37
14469,8
14470,19
14471,48
14472,66
14473,65
14474,98
14475,13
14476,25
14477,4
14478,68
14479,16
14480,40
14481,27
14482,52
14483,73
14484,81
14485,25
14486,18
14487,11
14488,58
14489,66
14490,69
14491,36
14492,88
14493,18
14494,33
14495,7
14496,31
14497,87
14498,3
14499,51
14500,90
14501,74
14502,15
14503,39
14504,62
14505,5
14506,79
14507,29
14508,14
14509,73
14510,35
14511,23
14512,31
14513,70
14514,61
14515,16
14516,83
14517,42
14518,69
14519,15
14520,7
14521,36
14522,48
14523,36
14524,7
14525,38
14526,13
14527,46
14528,55
14529,17
14530,44
14531,61
14532,23
14533,93
14534,19
14535,80
14536,32
14537,89
14538,56
14539,71
14540,88
14541,79
14542,99
14543,23
14544,71
14545,88
14546,5
14547,92
14548,78
14549,95
14550,26
14551,51
14552,40
14553,42
14554,33
14555,5
14556,65
14557,88
14558,56
14559,68
14560,48
14561,15
14562,67
14563,63
14564,37
14565,23
14566,49
14567,27
14568,49
14569,95
14570,90
14571,27
14572,75
14573,3
14574,18
14575,25
14576,83
14577,10
14578,37
14579,86
14580,81
14581,70
14582,17
14583,74
14584,49
14585,98
14586,98
14587,58
14588,27
14589,48
14590,28
14591,48
14592,39
14593,13
14594,99
14595,59
14596,21
14597,83
14598,17
14599,64
14600,70
14601,71
14602,72
14603,3
14604,71
14605,16
14606,21
14607,32
14608,67
14609,75
14610,1
14611,83
14612,72
14613,49
14614,56
14615,3
14616,67
14617,3
14618,3
14619,23
14620,98
14621,20
14622,27
14623,61
14624,67
14625,64
14626,12
14627,79
14628,20
14629,91
14630,15
14631,68
14632,27
14633,11
14634,90
14635,15
14636,31
14637,50
14638,39
14639,45
14640,10
14641,23
14642,16
14643,92
14644,8
14645,3
14646,52
14647,74
14648,27
14649,71
14650,9
14651,73
14652,1
14653,84
14654,99
14655,23
14656,74
14657,65
14658,52
14659,58
14660,6
14661,28
14662,62
14663,89
14664,4
14665,36
14666,96
14667,8
14668,88
14669,5
14670,40
14671,0
14672,14
14673,37
14674,16
14675,18
14676,3
14677,23
14678,49
14679,22
14680,21
14681,64
14682,40
14683,51
14684,37
14685,40
14686,21
14687,53
14688,48
14689,52
14690,27
14691,17
14692,25
14693,39
14694,28
14695,67
14696,31
14697,0
14698,17
14699,90
14700,71
14701,27
14702,53
14703,16
14704,83
14705,3
14706,78
14707,8
14708,91
14709,33
14710,98
14711,5
14712,19
14713,17
14714,59
14715,22
14716,13
14717,42
14718,20
14719,27
14720,49
14721,63
14722,70
14723,25
14724,75
14725,71
14726,56
14727,18
14728,24
14729,77
14730,58
14731,98
14732,29
14733,82
14734,9
14735,17
14736,98
14737,91
14738,1
14739,49
14740,36
14741,83
14742,18
14743,64
14744,87
14745,65
14746,38
14747,13
14748,92
14749,51
14750,13
14751,16
14752,5
14753,8
14754,62
14755,61
14756,31
14757,65
14758,39
14759,23
14760,39
14761,41
14762,91
14763,25
14764,73
14765,75
14766,58
14767,3
14768,3
14769,48
14770,91
14771,65
14772,39
14773,11
14774,22
14775,40
14776,76
14777,62
14778,23
14779,31
14780,95
14781,21
14782,76
14783,8
14784,3
14785,23
14786,64
14787,14
14788,77
14789,60
14790,55
14791,55
14792,22
14793,37
14794,96
14795,40
14796,79
14797,34
14798,56
14799,25
14800,85
14801,33
14802,12
14803,27
14804,27
14805,94
14806,19
14807,90
14808,45
14809,47
14810,38
14811,15
14812,6
14813,20
14814,46
14815,3
14816,31
14817,64
14818,23
14819,64
14820,79
14821,10
14822,41
14823,40
14824,83
14825,87
14826,21
14827,50
14828,28
14829,56
14830,3
14831,80
14832,62
14833,15
14834,18
14835,19
14836,52
14837,25
14838,1
14839,23
14840,25
14841,58
14842,71
14843,11
14844,20
14845,10
14846,97
14847,48
14848,59
14849,99
14850,16
14851,81
14852,70
14853,26
14854,0
14855,25
14856,93
14857,44
14858,45
14859,8
14860,72
14861,33
14862,50
14863,38
14864,35
14865,52
14866,34
14867,98
14868,15
14869,38
14870,11
14871,44
14872,64
14873,26
14874,91
14875,51
14876,48
14877,33
14878,27
14879,19
14880,93
14881,73
14882,78
14883,67
14884,59
14885,28
14886,23
14887,92
14888,25
14889,44
14890,61
14891,25
14892,16
14893,55
14894,41
14895,14
14896,19
14897,41
14898,93
14899,13
14900,10
14901,39
14902,39
14903,90
14904,0
14905,69
14906,91
14907,91
14908,27
14909,36
14910,36
14911,81
14912,70
14913,84
14914,86
14915,37
14916,91
14917,8
14918,54
14919,8
14920,72
14921,27
14922,13
14923,31
14924,14
14925,45
14926,85
14927,98
14928,54
14929,38
14930,50
14931,60
14932,19
14933,13
14934,52
14935,15
14936,38
14937,17
14938,54
14939,54
14940,85
14941,98
14942,54
14943,54
14944,25
14945,5
14946,53
14947,69
14948,79
14949,34
14950,20
14951,63
14952,31
14953,49
14954,76
14955,6
14956,37
14957,39
14958,27
14959,19
14960,85
14961,32
14962,61
14963,64
14964,13
14965,87
14966,21
14967,19
14968,11
14969,13
14970,38
14971,19
14972,56
14973,40
14974,4
14975,86
14976,56
14977,20
14978,40
14979,98
14980,54
14981,59
14982,7
14983,11
14984,10
14985,29
14986,40
14987,59
14988,15
14989,91
14990,83
14991,70
14992,34
14993,12
14994,44
14995,44
14996,48
14997,31
14998,42
14999,53
